,Station Name,Street Address,City,State,ZIP,Groups With Access Code,Access Days Time,EV Level1 EVSE Num,EV Level2 EVSE Num,EV DC Fast Count,EV Network,Latitude,Longitude,Date Last Confirmed,ID,Updated At,Open Date,EV Connector Types,EV Pricing
345,ABC Nissan,1300 E Camelback Rd,Phoenix,AZ,85014,Public - Call ahead,Dealership business hours,,1,1,Non-Networked,33.509862,-112.054162,2/10/22,39859,2022-02-10 19:42:29 UTC,3/15/11,CHADEMO J1772 J1772COMBO,Free
346,Coulter Nissan,13301 N Autoshow Ave,Surprise,AZ,85388,Public - Call ahead,Dealership business hours,,1,,Non-Networked,33.605183,-112.420442,6/9/20,39860,2023-02-15 22:45:41 UTC,3/15/11,J1772,Free
347,Midway Nissan,2209 W Bell Rd,Phoenix,AZ,85023,Public - Call ahead,Dealership business hours,,2,2,Non-Networked,33.639038,-112.108088,3/7/22,39861,2023-02-14 15:54:11 UTC,3/15/11,CHADEMO J1772 J1772COMBO,Free
348,Pinnacle Nissan,7601 E Frank Lloyd Wright Blvd,Scottsdale,AZ,85260,Public - Call ahead,Dealership business hours,,3,1,Non-Networked,33.635224,-111.915739,2/10/22,39862,2022-02-10 19:42:29 UTC,3/15/11,CHADEMO J1772 J1772COMBO,Free
349,AutoNation Nissan - Tempe,7755 S Autoplex Loop,Tempe,AZ,85284,Public - Call ahead,Dealership business hours,,1,1,Non-Networked,33.346812,-111.967793,2/10/22,39863,2022-02-10 19:42:29 UTC,3/15/11,CHADEMO J1772 J1772COMBO,Free
350,Jim Click Nissan,800 W Auto Mall Dr,Tucson,AZ,85705,Public - Call ahead,Dealership business hours,,2,1,Non-Networked,32.289823,-110.985646,6/9/20,39864,2021-03-11 23:22:17 UTC,3/15/11,CHADEMO J1772,Free
351,Thoroughbred Nissan,5163 E 22nd St,Tucson,AZ,85711,Public - Call ahead,Dealership business hours,,1,,Non-Networked,32.207374,-110.881798,6/9/20,39865,2023-02-15 22:45:41 UTC,3/15/11,J1772,Free
352,Antioch Nissan,1831 Auto Center Dr,Antioch,CA,94509,Public - Call ahead,Dealership business hours,,1,1,Non-Networked,38.007799,-121.832042,2/10/22,39870,2022-02-10 19:42:29 UTC,3/15/11,CHADEMO J1772 J1772COMBO,Free
353,Nissan of Bakersfield,2800 Pacheco Rd,Bakersfield,CA,93313,Public - Call ahead,Dealership business hours,,3,1,Non-Networked,35.310723,-119.035324,5/5/22,39871,2023-02-14 15:54:11 UTC,3/15/11,CHADEMO J1772 J1772COMBO,Free
354,Buena Park Nissan,6501 Auto Center Dr,Buena Park,CA,90621,Public - Call ahead,Dealership business hours,,3,1,Non-Networked,33.865497,-117.995215,2/10/22,39872,2022-02-10 19:42:29 UTC,3/15/11,CHADEMO J1772 J1772COMBO,Free
355,Carson Nissan,1505 E 223rd St,Carson,CA,90745,Public - Call ahead,Dealership business hours,,2,1,Non-Networked,33.824968,-118.245675,2/10/22,39873,2022-02-10 19:42:29 UTC,3/15/11,CHADEMO J1772 J1772COMBO,Free
356,Palm Springs Nissan,68177 Kyle Rd,Cathedral City,CA,92234,Public - Call ahead,Dealership business hours,,1,1,Non-Networked,33.78414,-116.471,6/9/20,39874,2023-02-15 22:45:41 UTC,3/15/11,CHADEMO J1772,Free
357,Cerritos Nissan,18707 Studebaker Rd,Cerritos,CA,90703,Public - Call ahead,Dealership business hours,,1,1,Non-Networked,33.861544,-118.100471,2/10/22,39875,2022-02-10 19:42:29 UTC,3/15/11,CHADEMO J1772 J1772COMBO,Free
358,Chico Nissan,575 Manzanita Ave,Chico,CA,95926,Public - Call ahead,Dealership business hours,,3,1,Non-Networked,39.756332,-121.843715,2/10/22,39876,2022-02-10 19:42:29 UTC,3/15/11,CHADEMO J1772 J1772COMBO,Free
359,Puente Hills Nissan,17320 E Gale Ave,City of Industry,CA,91748,Public - Call ahead,Dealership business hours,,2,1,Non-Networked,33.997621,-117.928216,2/10/22,39877,2022-02-10 19:42:29 UTC,3/15/11,CHADEMO J1772 J1772COMBO,Free
360,Lithia Nissan - Clovis,370 W Herndon Ave,Clovis,CA,93612,Public - Call ahead,Dealership business hours,,1,,Non-Networked,36.836818,-119.717629,6/9/20,39878,2023-02-15 22:45:41 UTC,3/15/11,J1772,Free
361,Nissan of Serramonte,1500 Collins Ave,Colma,CA,94014,Public - Call ahead,Dealership business hours,,1,1,Non-Networked,37.671267,-122.463541,6/9/20,39879,2023-02-15 22:45:41 UTC,3/15/11,CHADEMO J1772,Free
362,Autocom Nissan - Concord,1290 Concord Ave,Concord,CA,94520,Public - Call ahead,Dealership business hours,,1,,Non-Networked,37.980192,-122.050128,6/9/20,39880,2023-02-15 22:45:41 UTC,3/15/11,J1772,Free
363,Larry H Miller Nissan,2575 Wardlow Rd,Corona,CA,92882,Public - Call ahead,Dealership business hours,,2,1,Non-Networked,33.88309,-117.615292,6/9/20,39881,2023-02-15 22:45:41 UTC,3/15/11,CHADEMO J1772,Free
364,Orange Coast Nissan,2850 Harbor Blvd,Costa Mesa,CA,92626,Public - Call ahead,Dealership business hours,,2,1,Non-Networked,33.675397,-117.918684,6/14/22,39882,2023-02-14 15:54:11 UTC,3/15/11,CHADEMO J1772 J1772COMBO,Free
365,Hanlees Nissan,5009 Chiles Rd,Davis,CA,95618,Public - Call ahead,Dealership business hours,,1,1,Non-Networked,38.55252,-121.691555,3/7/22,39883,2023-02-14 15:54:11 UTC,3/15/11,CHADEMO J1772,Free
366,Downey Nissan,7321 Firestone Blvd,Downey,CA,90241,Public - Call ahead,Dealership business hours,,4,2,Non-Networked,33.9473,-118.151166,3/7/22,39884,2023-02-14 15:54:11 UTC,3/15/11,J1772 J1772COMBO,Free
367,Nissan of Duarte,1434 Buena Vista St,Duarte,CA,91010,Public - Call ahead,Dealership business hours,,1,,Non-Networked,34.136553,-117.975944,12/3/20,39885,2023-02-15 22:45:41 UTC,3/15/11,J1772,Free
368,Mossy Nissan - El Cajon,1170 W Main St,El Cajon,CA,92020,Public - Call ahead,Dealership business hours,,1,,Non-Networked,32.795896,-116.976156,6/9/20,39886,2023-02-15 22:45:41 UTC,3/15/11,J1772,Free
369,Ross Nissan El Monte,3428 N Peck Rd,El Monte,CA,91731,Public - Call ahead,Dealership business hours,,2,1,Non-Networked,34.069536,-118.026911,2/10/22,39887,2022-02-10 19:42:29 UTC,3/15/11,CHADEMO J1772 J1772COMBO,Free
370,Nissan of Elk Grove,8590 Laguna Grove Dr,Elk Grove,CA,95757,Public - Call ahead,Dealership business hours,,4,2,Non-Networked,38.402217,-121.385527,2/10/22,39888,2022-02-10 19:42:29 UTC,3/15/11,CHADEMO J1772,Free
371,Mossy Nissan - Escondido,1546 Auto Park Way,Escondido,CA,92029,Public - Call ahead,Dealership business hours,,1,,Non-Networked,33.116492,-117.106837,6/9/20,39889,2023-02-15 22:45:41 UTC,3/15/11,J1772,Free
372,McCrea Nissan,601 7th St,Eureka,CA,95501,Public - Call ahead,Dealership business hours,,1,,Non-Networked,40.800562,-124.164405,6/9/20,39890,2023-02-15 22:45:41 UTC,3/15/11,J1772,Free
373,Future Nissan of Folsom,12610 Auto Mall Cir,Folsom,CA,95630,Public - Call ahead,Dealership business hours,,3,1,Non-Networked,38.634132,-121.204871,2/10/22,39891,2022-02-10 19:42:29 UTC,3/15/11,CHADEMO J1772 J1772COMBO,Free
374,Fontana Nissan,16444 S Highland Ave,Fontana,CA,92336,Public - Call ahead,Dealership business hours,,2,1,Non-Networked,34.135345,-117.445732,3/7/22,39892,2023-02-14 15:54:11 UTC,3/15/11,CHADEMO J1772 J1772COMBO,Free
375,Premier Nissan of Fremont,5701 Cushing Pkwy,Fremont,CA,94538,Public - Call ahead,Dealership business hours,,2,1,Non-Networked,37.489389,-121.9576,3/7/22,39893,2023-02-14 15:54:11 UTC,3/15/11,CHADEMO J1772,Free
376,Lithia Nissan - Fresno,5580 N Blackstone Ave,Fresno,CA,93710,Public - Call ahead,Dealership business hours,,1,,Non-Networked,36.818622,-119.789796,6/9/20,39894,2023-02-15 22:45:41 UTC,3/15/11,J1772,Free
377,Garden Grove Nissan,9222 Trask Ave,Garden Grove,CA,92844,Public - Call ahead,Dealership business hours,,2,1,Non-Networked,33.766376,-117.968337,2/10/22,39895,2022-02-10 19:42:29 UTC,3/15/11,CHADEMO J1772 J1772COMBO,Free
378,Gardena Nissan,1670 W Redondo Beach Blvd,Gardena,CA,90247,Public - Call ahead,Dealership business hours,,1,,Non-Networked,33.889201,-118.307028,6/9/20,39896,2023-02-15 22:45:41 UTC,3/15/11,J1772,Free
379,South County Nissan,400 Automall Dr,Gilroy,CA,95020,Public - Call ahead,Dealership business hours,,1,,Non-Networked,36.996869,-121.558573,6/9/20,39897,2021-03-11 23:22:17 UTC,3/15/11,J1772,Free
380,Glendale Nissan,727 S Brand Blvd,Glendale,CA,91204,Public - Call ahead,Dealership business hours; contact 630-469-6100 for more information,,1,1,Non-Networked,34.137054,-118.25536,3/7/22,39898,2023-02-14 15:54:11 UTC,3/15/11,CHADEMO J1772 J1772COMBO,Free
381,Santa Barbara Nissan,425 S Kellogg Ave,Goleta,CA,93117,Public - Call ahead,Dealership business hours,,3,1,Non-Networked,34.43427,-119.820934,2/10/22,39899,2022-02-10 19:42:29 UTC,3/15/11,CHADEMO J1772,Free
382,Hayward Nissan,24644 Mission Blvd,Hayward,CA,94544,Public - Call ahead,Dealership business hours,,2,1,Non-Networked,37.662305,-122.075178,3/7/22,39901,2023-02-14 15:54:11 UTC,3/15/11,CHADEMO J1772 J1772COMBO,Free
383,Pedder Nissan,200 Carriage Cir,Hemet,CA,92545,Public - Call ahead,Dealership business hours,,1,,Non-Networked,33.741163,-117.031718,6/9/20,39902,2023-02-15 22:45:41 UTC,3/15/11,J1772,Free
384,Surf City Nissan,17331 Beach Blvd,Huntington Beach,CA,92647,Public - Call ahead,Dealership business hours,,2,1,Non-Networked,33.71069,-117.989861,2/10/22,39903,2022-02-10 19:42:29 UTC,3/15/11,CHADEMO J1772 J1772COMBO,Free
385,Nissan of Irvine,32 Auto Center Dr,Irvine,CA,92618,Public - Call ahead,Dealership business hours,,2,1,Non-Networked,33.632505,-117.723298,2/10/22,39904,2022-02-10 19:42:29 UTC,3/15/11,CHADEMO J1772 J1772COMBO,
386,Torre Nissan,79125 Highway 111,La Quinta,CA,92253,Public - Call ahead,Dealership business hours,,2,1,Non-Networked,33.70711,-116.283712,2/10/22,39905,2022-02-10 19:42:29 UTC,3/15/11,CHADEMO J1772,Free
387,Nissan of Downtown Los Angeles,635 W Washington Blvd,Los Angeles,CA,90015,Public - Call ahead,Dealership business hours,,1,1,Non-Networked,34.035168,-118.273229,6/9/20,39906,2023-02-15 22:45:41 UTC,3/15/11,CHADEMO J1772,Free
388,Universal City Nissan,3550 Cahuenga Blvd W,Los Angeles,CA,90068,Public - Call ahead,Dealership business hours,,2,1,Non-Networked,34.133446,-118.356601,2/10/22,39907,2022-02-10 19:42:29 UTC,3/15/11,CHADEMO J1772,Free
389,Razzari Nissan,1675 Auto Center Dr,Merced,CA,95340,Public - Call ahead,Dealership business hours,,1,,Non-Networked,37.305891,-120.502428,6/9/20,39908,2023-02-15 22:45:41 UTC,3/15/11,J1772,Free
390,Nissan of Mission Hills,11000 Sepulveda Blvd,Mission Hills,CA,91345,Public - Call ahead,Dealership business hours,,1,,Non-Networked,34.269809,-118.466606,6/9/20,39910,2023-02-15 22:45:41 UTC,3/15/11,J1772,Free
391,Central Valley Nissan,4530 McHenry Ave,Modesto,CA,95356,Public - Call ahead,Dealership business hours,,1,,Non-Networked,37.705119,-120.99471,6/9/20,39911,2023-02-15 22:45:41 UTC,3/15/11,J1772,Free
392,Metro Nissan of Montclair,9440 Autoplex Dr,Montclair,CA,91763,Public - Call ahead,Dealership business hours,,1,1,Non-Networked,34.082404,-117.694876,2/10/22,39912,2022-02-10 19:42:29 UTC,11/8/19,CHADEMO J1772 J1772COMBO,Free
393,Metro Nissan of Redlands,1665 Industrial Park Ave,Redlands,CA,92374,Public - Call ahead,Dealership business hours,,3,1,Non-Networked,34.065387,-117.212007,3/7/22,39913,2023-02-14 15:54:11 UTC,3/15/11,CHADEMO J1772 J1772COMBO,Free
394,Napa Nissan,510 Soscol Ave,Napa,CA,94559,Public - Call ahead,Dealership business hours,,1,,Non-Networked,38.292706,-122.277767,6/9/20,39914,2023-02-15 22:45:41 UTC,3/15/11,J1772,Free
395,Mossy Nissan,2700 National City Blvd,National City,CA,91950,Public - Call ahead,Dealership business hours,,1,,Non-Networked,32.659001,-117.100836,6/9/20,39915,2023-02-15 22:45:41 UTC,3/15/11,J1772,Free
396,Mossy Nissan - Oceanside,3535 College Blvd,Oceanside,CA,92056,Public - Call ahead,Dealership business hours,,2,1,Non-Networked,33.181953,-117.298334,6/9/20,39916,2021-03-11 23:22:17 UTC,3/15/11,CHADEMO J1772,Free
397,Stadium Nissan,1140 W Katella Ave,Orange,CA,92867,Public - Call ahead,Dealership business hours,,2,1,Non-Networked,33.80857,-117.864434,6/9/20,39917,2021-03-11 23:22:17 UTC,3/15/11,CHADEMO J1772,Free
398,Team Nissan,1801 Auto Center Dr,Oxnard,CA,93036,Public - Call ahead,Dealership business hours,,1,1,Non-Networked,34.22771,-119.150217,2/10/22,39918,2022-02-10 19:42:29 UTC,3/15/11,CHADEMO J1772,Free
399,Antelope Valley Nissan,451 Auto Center Dr,Palmdale,CA,93551,Public - Call ahead,24 hours daily; primarily for customer use,,2,2,Non-Networked,34.591173,-118.138184,3/7/22,39919,2023-02-14 15:54:11 UTC,3/15/11,CHADEMO J1772,Free
400,North Bay Nissan,1250 Auto Center Dr,Petaluma,CA,94952,Public - Call ahead,Dealership business hours,,4,1,Non-Networked,38.267202,-122.665068,2/10/22,39920,2022-02-10 19:42:29 UTC,3/15/11,CHADEMO J1772 J1772COMBO,Free
401,Mossy Nissan - Poway,14100 Poway Rd,Poway,CA,92064,Public - Call ahead,Dealership business hours,,1,1,Non-Networked,32.956772,-117.025943,6/9/20,39921,2023-02-15 22:45:41 UTC,3/15/11,CHADEMO J1772,Free
402,Crown Nissan,300 E Cypress Ave,Redding,CA,96002,Public - Call ahead,Dealership business hours,,1,,Non-Networked,40.571632,-122.36654,6/9/20,39922,2023-02-15 22:45:41 UTC,3/15/11,J1772,Free
403,Boardwalk Nissan,1 Bair Island Rd,Redwood City,CA,94063,Public - Call ahead,Dealership business hours,,3,1,Non-Networked,37.495963,-122.227322,6/9/20,39923,2023-02-15 22:45:41 UTC,3/15/11,CHADEMO J1772,Free
404,Hanlees Hilltop Nissan,3277 Auto Plaza,Richmond,CA,94806,Public - Call ahead,Dealership business hours,,1,1,Non-Networked,37.985253,-122.32124,3/7/22,39925,2023-02-14 15:54:11 UTC,3/15/11,CHADEMO J1772 J1772COMBO,Free
405,Raceway Nissan,6030 Sycamore Canyon Blvd,Riverside,CA,92507,Public - Call ahead,Dealership business hours,,1,,Non-Networked,33.941878,-117.297603,6/9/20,39926,2023-02-15 22:45:41 UTC,3/15/11,J1772,Free
406,Riverside Nissan,8330 Indiana Ave,Riverside,CA,92504,Public - Call ahead,Dealership business hours,,2,1,Non-Networked,33.925469,-117.419673,3/7/22,39927,2023-02-14 15:54:11 UTC,3/15/11,CHADEMO J1772 J1772COMBO,Free
407,Future Nissan of Roseville,600 Automall Dr,Roseville,CA,95661,Public - Call ahead,Dealership business hours; 916-969-5700,,1,1,Non-Networked,38.752198,-121.256452,2/10/22,39928,2022-02-10 19:42:29 UTC,3/15/11,CHADEMO J1772 J1772COMBO,Free
408,Nissan of Sacramento,2820 Auburn Blvd,Sacramento,CA,95821,Public - Call ahead,Dealership business hours; 916-488-5400,,1,1,Non-Networked,38.631393,-121.396604,2/10/22,39929,2022-02-10 19:42:29 UTC,6/1/16,CHADEMO J1772 J1772COMBO,Free
409,MY Nissan,222 Auto Center Cir,Salinas,CA,93907,Public - Call ahead,Dealership business hours,,2,1,Non-Networked,36.720023,-121.662519,2/10/22,39930,2022-02-10 19:42:29 UTC,3/15/11,CHADEMO J1772,Free
410,Larry H Miller Nissan of San Bernardino,735 Showcase Dr S,San Bernardino,CA,92408,Public - Call ahead,Dealership business hours; contact 909-885-3883 for more information,,1,1,Non-Networked,34.074378,-117.298,2/10/22,39931,2022-02-10 19:42:29 UTC,3/15/11,CHADEMO J1772,Free
411,Mossy Nissan - Kearny Mesa,8118 Clairemont Mesa Blvd,San Diego,CA,92111,Public - Call ahead,Dealership business hours,,1,1,Non-Networked,32.833179,-117.147384,6/9/20,39932,2023-02-15 22:45:41 UTC,3/15/11,CHADEMO J1772,Free
412,Pacific Nissan,4433 Mission Bay Dr,San Diego,CA,92109,Public - Call ahead,Dealership business hours,,1,1,Non-Networked,32.802475,-117.215269,6/9/20,39933,2023-02-15 22:45:41 UTC,4/1/11,CHADEMO J1772,Free
413,Nissan Sunnyvale,680 E El Camino Real,Sunnyvale,CA,94087,Public - Call ahead,Dealership business hours,,2,,Non-Networked,37.359362,-122.022783,6/9/20,39934,2021-03-11 23:22:17 UTC,3/15/11,J1772,Free
414,Premier Nissan,1120 W Capitol Expy,San Jose,CA,95136,Public - Call ahead,Dealership business hours,,1,2,Non-Networked,37.275144,-121.877656,6/9/20,39935,2023-02-15 22:45:41 UTC,3/15/11,CHADEMO J1772 J1772COMBO,Free
415,Nissan of San Juan Capistrano,33633 Camino Capistrano,San Juan Capistrano,CA,92675,Public - Call ahead,Dealership business hours,,2,1,Non-Networked,33.47443,-117.676142,2/10/22,39936,2022-02-10 19:42:29 UTC,3/15/11,CHADEMO J1772,Free
416,San Leandro Nissan,1152 Marina Blvd,San Leandro,CA,94577,Public - Call ahead,Dealership business hours,,2,1,Non-Networked,37.712609,-122.162746,2/10/22,39937,2022-02-10 19:42:29 UTC,3/15/11,CHADEMO J1772 J1772COMBO,Free
417,Coast Nissan,12150 Los Osos Valley Rd,San Luis Obispo,CA,93405,Public - Call ahead,Dealership business hours,,4,1,Non-Networked,35.25062,-120.68455,3/7/22,39938,2023-02-14 15:54:11 UTC,3/15/11,CHADEMO J1772,Free
418,Stevens Creek Nissan,4855 Stevens Creek Blvd,Santa Clara,CA,95051,Public - Call ahead,Dealership business hours,,1,2,Non-Networked,37.323569,-121.988027,2/10/22,39939,2022-02-10 19:42:29 UTC,3/15/11,CHADEMO J1772 J1772COMBO,Free
419,Jim Bone Nissan,1275 Santa Rosa Ave,Santa Rosa,CA,95404,Public - Call ahead,Dealership business hours,,4,1,Non-Networked,38.425537,-122.714089,3/7/22,39943,2023-02-14 15:54:11 UTC,3/15/11,CHADEMO J1772 J1772COMBO,Free
420,Cardinale Nissan,1661 Del Monte Blvd,Seaside,CA,93955,Public - Call ahead,Dealership business hours,,2,1,Non-Networked,36.611189,-121.849899,2/10/22,39944,2022-02-10 19:42:29 UTC,3/15/11,CHADEMO J1772,Free
421,Nissan of Van Nuys,5425 Van Nuys Blvd,Sherman Oaks,CA,91401,Public - Call ahead,Dealership business hours,,1,1,Non-Networked,34.168824,-118.449059,2/10/22,39945,2022-02-10 19:42:29 UTC,4/22/14,CHADEMO J1772 J1772COMBO,Free
422,First Nissan,2325 1st St,Simi Valley,CA,93065,Public - Call ahead,Dealership business hours,,1,1,Non-Networked,34.277324,-118.778957,2/10/22,39947,2022-02-10 19:42:29 UTC,3/15/11,CHADEMO J1772 J1772COMBO,Free
423,Nissan of Stockton,3077 E Hammer Ln,Stockton,CA,95212,Public - Call ahead,Dealership business hours,,2,1,Non-Networked,38.022022,-121.275339,3/7/22,39948,2023-02-14 15:54:11 UTC,3/15/11,CHADEMO J1772,Free
424,Temecula Nissan,41895 Motor Car Pkwy,Temecula,CA,92591,Public - Call ahead,Dealership business hours,,2,1,Non-Networked,33.516768,-117.155039,2/10/22,39949,2022-02-10 19:42:29 UTC,3/15/11,CHADEMO J1772,Free
425,Tracy Nissan,3195 N Naglee Rd,Tracy,CA,95304,Public - Call ahead,Dealership business hours,,1,,Non-Networked,37.75990555,-121.4632052,6/9/20,39951,2023-02-15 22:45:41 UTC,3/15/11,J1772,Free
426,Nissan of Tustin,30 Auto Center Dr,Tustin,CA,92782,Public - Call ahead,Dealership business hours,,1,1,Non-Networked,33.72484,-117.799302,2/10/22,39952,2022-02-10 19:42:29 UTC,3/15/11,CHADEMO J1772 J1772COMBO,
427,Nissan of Vacaville,671 Orange Dr,Vacaville,CA,95687,Public - Call ahead,Dealership business hours,,1,,Non-Networked,38.381441,-121.941218,6/9/20,39953,2023-02-15 22:45:41 UTC,3/15/11,J1772,Free
428,Champion Nissan,24111 Creekside Rd,Valencia,CA,91355,Public - Call ahead,Dealership business hours,,3,,Non-Networked,34.420546,-118.557774,6/9/20,39954,2021-03-11 23:22:17 UTC,3/15/11,J1772,Free
429,Vallejo Nissan,3287 Sonoma Blvd,Vallejo,CA,94590,Public - Call ahead,Dealership business hours,,1,,Non-Networked,38.118088,-122.255493,6/9/20,39955,2023-02-15 22:45:41 UTC,3/15/11,J1772,Free
430,Valley Hi Nissan,15722 Valley Park Ln,Victorville,CA,92394,Public - Call ahead,Dealership business hours; contact 760-241-1700 for more information,,1,,Non-Networked,34.517883,-117.3219,6/9/20,39956,2023-02-15 22:45:41 UTC,3/15/11,J1772,Free
431,Nissan of Visalia,830 S Ben Maddox Way,Visalia,CA,93292,Public - Call ahead,Dealership business hours,,1,1,Non-Networked,36.32327,-119.27569,3/7/22,39957,2023-02-14 15:54:11 UTC,3/15/11,CHADEMO J1772 J1772COMBO,Free
432,West Covina Nissan,205 N Citrus St,West Covina,CA,91791,Public - Call ahead,Dealership business hours,,1,1,Non-Networked,34.074227,-117.890899,2/10/22,39959,2022-02-10 19:42:29 UTC,3/15/11,CHADEMO J1772,Free
433,Firkins Nissan,1611 Cortez Rd W,Bradenton,FL,34207,Public - Call ahead,Dealership business hours,,1,,Non-Networked,27.462023,-82.578036,6/9/20,39962,2023-02-15 22:45:41 UTC,3/15/11,J1772,Free
434,Maus Nissan,937 S Suncoast Blvd,Homosassa,FL,34448,Public - Call ahead,Dealership business hours,,1,,Non-Networked,28.848733,-82.57947,6/9/20,39963,2023-02-15 22:45:41 UTC,3/15/11,J1772,Free
435,Deland Nissan,2600 S Woodland Blvd,Deland,FL,32720,Public - Call ahead,Dealership business hours,,1,1,Non-Networked,28.983689,-81.300079,3/7/22,39964,2023-02-14 15:54:11 UTC,3/15/11,CHADEMO J1772,Free
436,Delray Nissan,2200 S Federal Hwy,Delray Beach,FL,33483,Public - Call ahead,Dealership business hours,,1,1,Non-Networked,26.435016,-80.072333,3/7/22,39965,2023-02-14 15:54:11 UTC,3/15/11,CHADEMO J1772,Free
437,Fort Lauderdale Nissan,1051 S Federal Hwy,Fort Lauderdale,FL,33316,Public - Call ahead,Dealership business hours,,1,1,Non-Networked,26.109825,-80.137099,3/7/22,39966,2023-02-14 15:54:11 UTC,3/15/11,CHADEMO J1772,Free
438,Westside Nissan,1726 Cassat Ave,Jacksonville,FL,32210,Public - Call ahead,Dealership business hours,,1,,Non-Networked,30.288306,-81.730832,6/9/20,39967,2023-02-15 22:45:41 UTC,3/15/11,J1772,
439,Fuccillo Nissan,7447 Blanding Blvd,Jacksonville,FL,32244,Public - Call ahead,Dealership business hours,,1,1,Non-Networked,30.212415,-81.736209,6/9/20,39968,2023-02-15 22:45:41 UTC,3/15/11,CHADEMO J1772,Free
440,Rountree-Moore Nissan,4262 W US 90,Lake City,FL,32055,Public - Call ahead,Dealership business hours,,1,,Non-Networked,30.18082,-82.702224,6/9/20,39969,2023-02-15 22:45:41 UTC,3/15/11,J1772,Free
441,Bill Seidle's Nissan,10500 NW 12th St,Miami,FL,33172,Public - Call ahead,Dealership business hours,,1,1,Non-Networked,25.783121,-80.366772,3/7/22,39970,2023-02-14 15:54:11 UTC,3/15/11,CHADEMO J1772,Free
442,Palmetto 57 Nissan,16725 NW 57th Ave,Miami,FL,33055,Public - Call ahead,Dealership business hours,,1,1,Non-Networked,25.9262,-80.292105,6/9/20,39971,2023-02-15 22:45:41 UTC,3/15/11,CHADEMO J1772,Free
443,AutoNation Nissan - Miami,3345 SW 8th St,Miami,FL,33135,Public - Call ahead,Dealership business hours,,1,1,Non-Networked,25.76506,-80.250516,3/7/22,39972,2023-02-14 15:54:11 UTC,3/15/11,CHADEMO J1772,Free
444,AutoNation Nissan - Kendall,17305 S Dixie Hwy,Palmetto Bay,FL,33157,Public - Call ahead,Dealership business hours,,1,,Non-Networked,25.609391,-80.348241,6/9/20,39973,2023-02-15 22:45:41 UTC,3/15/11,J1772,Free
445,AutoNation Nissan - Pembroke Pines,8890 Pines Blvd,Pembroke Pines,FL,33024,Public - Call ahead,Dealership business hours,,1,1,Non-Networked,26.007358,-80.263072,3/7/22,39974,2023-02-14 15:54:11 UTC,3/15/11,CHADEMO J1772,Free
446,Alan Jay Nissan,1700 Flare Rd,Sebring,FL,33870,Public - Call ahead,Dealership business hours,,1,1,Non-Networked,27.485756,-81.481603,3/7/22,39975,2023-02-14 15:54:11 UTC,1/16/17,CHADEMO J1772,Free
447,Wallace Nissan,4313 S Federal Hwy,Stuart,FL,34997,Public - Call ahead,Dealership business hours,,1,,Non-Networked,27.152729,-80.217708,6/9/20,39976,2023-02-15 22:45:41 UTC,3/15/11,J1772,Free
448,Courtesy Nissan - Tampa,3800 W Hillsborough Ave,Tampa,FL,33614,Public - Call ahead,Dealership business hours,,1,1,Non-Networked,27.995139,-82.506186,3/7/22,39978,2023-02-14 15:54:11 UTC,3/15/11,CHADEMO J1772,Free
449,Ferman Nissan - North Tampa,11001 N Florida Ave,Tampa,FL,33612,Public - Call ahead,Dealership business hours,,1,,Non-Networked,28.049764,-82.458596,6/9/20,39979,2023-02-15 22:45:41 UTC,3/15/11,J1772,Free
450,Sutherlin Nissan,946 S US Highway 1,Vero Beach,FL,32962,Public - Call ahead,Dealership business hours,,1,,Non-Networked,27.585356,-80.376442,6/9/20,39980,2023-02-15 22:45:41 UTC,3/15/11,J1772,Free
451,City of West Palm Beach - City Center Garage,401 Clematis St,West Palm Beach,FL,33401,Private,City fleet access only,,1,,Non-Networked,26.713894,-80.05421,10/12/21,39981,2023-02-15 22:45:41 UTC,5/20/11,J1772,
452,Hill Nissan,6401 Cypress Gardens Blvd,Winter Haven,FL,33884,Public - Call ahead,Dealership business hours,,1,1,Non-Networked,27.982961,-81.676059,3/7/22,39982,2023-02-14 15:54:11 UTC,3/15/11,CHADEMO J1772,Free
453,Sutherlin Nissan - Mall of Georgia,3520 Highway 20,Buford,GA,30519,Public - Call ahead,Dealership business hours,,2,1,Non-Networked,34.075281,-83.98366,3/7/22,39983,2023-02-14 15:54:11 UTC,3/15/11,CHADEMO J1772,
454,Nalley Nissan of Atlanta,2551 The Nalley Way,Atlanta,GA,30360,Public - Call ahead,"9am-8pm M-Sat, 12pm-5pm Sun",,1,2,Non-Networked,33.907866,-84.283186,6/9/20,39985,2021-03-11 23:22:17 UTC,3/15/11,CHADEMO J1772,Free
455,Gwinnett Place Nissan,2555 Pleasant Hill Rd,Duluth,GA,30096,Public - Call ahead,Dealership business hours,,1,1,Non-Networked,33.967935,-84.146036,3/7/22,39986,2023-02-14 15:54:11 UTC,3/15/11,CHADEMO J1772 J1772COMBO,Free
456,Stone Mountain Nissan,4275 Highway 78,Lilburn,GA,30047,Public - Call ahead,Dealership business hours,,1,1,Non-Networked,33.841932,-83.905677,3/7/22,39988,2023-02-14 15:54:11 UTC,3/15/11,CHADEMO J1772,Free
457,AutoNation Nissan - Thornton Road,811 Thornton Rd,Lithia Springs,GA,30122,Public - Call ahead,Dealership business hours,,1,1,Non-Networked,33.784015,-84.612737,6/9/20,39989,2023-02-15 22:45:41 UTC,3/15/11,CHADEMO J1772,Free
